Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
369	1	-3678.336	-3703.973	25.63713	0.0214182	0.997659	0.00435851	0.0483713	0.0154955	0.0143444	0.00257404	0.00166382	0.0347777	0.00399439	0.024245	0.0109743	0.113741	0.0078043	0.00960061	0.00810511	0.0209379	0.0355612	0.116245	0.0132419	0.0286479	0.225844	0.186404	0.334857	0.252894	0.0738448	0.102134	0.0860803	0.101734	0.12181	0.0775491
370	0	-3216.568	-3147.861	-68.70766	2.45368	0.269475	0.180266	1.03698	0.0576378	0.361591	0.00834469	0.0684457	0.22312	0.140369	0.31777	0.025868	0.289785	0.134496	1.2217	0.00916069	0.178274	0.443015	3.68735	0.147895	0.251554	0.0904112	0.222468	0.154076	0.533045	0.00439607	0.0107571	0.000998919	0.00414882	0.00314942	0.00117287
371	1	-3690.501	-3717.568	27.06736	0.00748955	0.872362	0.00322291	0.0887703	0.0135774	0.0135002	0.00733094	0.00726381	0.0190348	0.00671896	0.0308988	0.0257224	0.120929	0.0127943	0.00886805	0.0106384	0.00669463	0.0316922	0.0708587	0.0166504	0.0417673	0.212723	0.233674	0.315402	0.238201	0.0573715	0.115376	0.130306	0.0637964	0.0937871	0.0764673
372	0	-3218.562	-3157.396	-61.1665	2.22192	0.203158	0.357499	0.98352	0.216257	0.300498	0.0138542	0.114159	0.288323	0.137082	0.417976	0.0245829	0.351896	0.11785	1.13591	0.0468008	0.227221	0.310887	2.62295	0.0407017	0.609576	0.0812329	0.130627	0.185538	0.602602	0.0106004	0.0156853	0.000990542	0.00334711	0.00345698	0.000573893
373	1	-3681.357	-3706.812	25.45467	0.00777271	1.01612	0.00392936	0.0989355	0.00414033	0.0277573	0.00470417	0.0052613	0.0317336	0.0135539	0.013525	0.0196501	0.0924529	0.0083095	0.0091868	0.00554574	0.00377887	0.0436877	0.0966923	0.00515361	0.0756817	0.205869	0.226145	0.30524	0.262746	0.0897518	0.101167	0.0819793	0.0838219	0.0815063	0.0893572
374	0	-3215.575	-3154.564	-61.01126	2.22192	0.229932	0.330723	1.08453	0.0832813	0.653697	0.139509	0.0381352	0.362092	0.17433	0.229531	0.0714378	0.310047	0.122299	1.03297	0.420331	0.086745	0.0722759	2.36831	0.195338	0.515967	0.113032	0.209611	0.348949	0.328408	0.00326427	0.0074107	0.00178685	0.00143632	0.0038301	0.000621075
375	1	-3679.446	-3703.773	24.3267	0.0270302	1.00074	0.00834697	0.079087	0.00455899	0.0195218	0.00218731	0.004806	0.0347134	0.0179809	0.0405393	0.00849144	0.107817	0.0173337	0.00664386	0.00314139	0.00614148	0.0588399	0.10887	0.00956539	0.0557339	0.250946	0.160128	0.309828	0.279098	0.0867244	0.0980996	0.0896489	0.117711	0.143341	0.0703395
376	0	-3221.69	-3157.14	-64.55045	2.33018	0.125573	0.2058	0.649198	0.101358	0.737497	0.098005	0.0151263	0.37645	0.0302169	0.341699	0.311117	0.481927	0.243144	1.82822	0.204826	0.0285396	0.0745208	2.38016	0.0927957	0.434906	0.089966	0.276573	0.264137	0.369324	0.00249015	0.0117911	0.00249383	0.0020623	0.00504162	0.000533564
377	1	-3682.008	-3706.335	24.32705	0.0177827	1.0671	0.00560995	0.0646396	0.0097352	0.0324635	0.00808219	0.00247104	0.0226907	0.0251395	0.0256592	0.00642902	0.0919449	0.0285696	0.0060099	0.002214	0.0182573	0.0419176	0.0688148	0.00609496	0.0539739	0.218791	0.20455	0.25057	0.326089	0.0941583	0.131402	0.0947825	0.117851	0.110037	0.0740944
378	0	-3220.21	-3158.738	-61.47207	2.19139	0.159725	0.21573	0.487319	0.166401	0.53959	0.110959	0.0384029	0.421877	0.0511139	0.447475	0.220092	0.429925	0.158141	1.19184	0.350907	0.0150978	0.173494	2.42239	0.0322357	0.956706	0.0939191	0.244785	0.275744	0.385552	0.00465005	0.0107828	0.000626533	0.00397776	0.00577203	0.00121539
379	1	-3679.031	-3705.438	26.40702	0.0205893	0.880302	0.00548832	0.0380521	0.00269078	0.0195146	0.00899056	0.00605283	0.0118775	0.0233886	0.0206489	0.000786502	0.0708284	0.00684023	0.0144331	0.000611037	0.00577426	0.0330994	0.0937799	0.00490754	0.0581752	0.211811	0.206238	0.305344	0.276608	0.12078	0.151171	0.11634	0.111743	0.127165	0.0658939
380	0	-3217.306	-3154.206	-63.09973	2.35619	0.251495	0.337806	0.800547	0.0616594	0.460019	0.168254	0.0141595	0.275915	0.0454598	0.640552	0.238311	0.526272	0.296203	1.40381	0.15529	0.0390276	0.0630353	2.38072	0.0450284	0.388441	0.0886563	0.243256	0.297937	0.37015	0.00288263	0.0121423	0.00106585	0.0024859	0.00336201	0.000458799
381	1	-3679.115	-3706.455	27.33989	0.0171864	0.885811	0.0019269	0.0470318	0.00587447	0.0194915	0.00247003	0.00567724	0.0180157	0.00911217	0.0158211	0.0112739	0.0557028	0.00722689	0.00888497	0.000478848	0.00622842	0.0560711	0.0718104	0.00216752	0.0566996	0.211811	0.206238	0.305344	0.276608	0.0668481	0.105888	0.143071	0.109648	0.130964	0.0652553
382	0	-3221.249	-3155.686	-65.56335	2.37233	0.225255	0.366615	0.595524	0.147539	0.280237	0.167768	0.0242969	0.544309	0.0395517	0.797523	0.219336	0.160669	0.168001	1.05124	0.258771	0.051808	0.106712	2.96635	0.0659836	0.584504	0.255301	0.121967	0.397671	0.225061	0.00211603	0.00637728	0.00128447	0.00123505	0.0103687	0.00126206
383	1	-3675.718	-3702.061	26.34311	0.0304123	0.875399	0.00596975	0.0780761	0.00517235	0.023278	0.00128141	0.00549703	0.0242092	0.0163771	0.0125362	0.0156967	0.0990482	0.011659	0.0146352	0.000205487	0.00823672	0.039031	0.0935571	0.00248861	0.0325057	0.209194	0.216044	0.301571	0.273191	0.081922	0.126946	0.113237	0.103128	0.140408	0.0654023
384	0	-3219.22	-3150.338	-68.88169	2.66472	0.18147	0.30058	0.672635	0.0927233	0.39343	0.0457842	0.00926273	0.481292	0.0252998	0.456288	0.0526329	0.466324	0.272008	1.42475	0.688482	0.0562177	0.141544	2.62483	0.163648	0.318404	0.267468	0.235926	0.228886	0.26772	0.00255886	0.00752611	0.00025998	0.00156203	0.004183	0.000377832
385	1	-3677.193	-3703.923	26.73013	0.0552069	0.875399	0.0137618	0.0628004	0.00482397	0.0270724	0.00285509	0.00602322	0.0377706	0.0216972	0.0195148	0.00909153	0.055588	0.00945203	0.00453626	0.000378426	0.00506003	0.0297544	0.0751338	0.0101311	0.033775	0.208413	0.215237	0.300445	0.275905	0.0877431	0.110581	0.110862	0.111635	0.116621	0.0903457
386	0	-3216.617	-3155.743	-60.87425	2.30142	0.294469	0.197087	0.494096	0.0294387	0.367204	0.0388345	0.0177784	0.386751	0.0463268	0.371626	0.0904079	0.57039	0.166213	0.969069	0.435813	0.0611054	0.255606	3.06056	0.216209	0.361681	0.290482	0.228465	0.190298	0.290755	0.00116196	0.00771206	0.00156213	0.0016629	0.0036953	0.000176377
387	1	-3681.83	-3704.842	23.01249	0.00295871	1.2711	0.00626195	0.0500533	0.00243841	0.0344147	0.00185505	0.00727161	0.0347459	0.0122176	0.0223546	0.00670412	0.124507	0.0144683	0.00355494	0.00201586	0.00509923	0.0419831	0.0963288	0.00877387	0.0752582	0.220507	0.220655	0.284959	0.273879	0.0757295	0.112743	0.0929091	0.0935216	0.111657	0.0484556
388	0	-3218.34	-3149.447	-68.89306	2.54862	0.264974	0.162918	0.644238	0.0494826	0.376063	0.0282417	0.0705471	0.385509	0.0312647	0.204209	0.0820637	0.42845	0.320928	1.20283	0.219447	0.0294667	0.124194	2.95769	0.290964	1.10958	0.187872	0.232291	0.287009	0.292828	0.00209186	0.00773097	0.000600539	0.00267571	0.00427106	0.000878729
389	1	-3690.273	-3714.703	24.43063	0.00139643	1.09361	0.0134231	0.0426429	0.00408492	0.0489072	0.0101331	0.00633775	0.0327316	0.0213792	0.0156181	0.00737349	0.0475645	0.016959	0.00707088	0.000710644	0.0301063	0.0404163	0.120324	0.0123736	0.0364245	0.20458	0.276946	0.264377	0.254097	0.064739	0.125991	0.120152	0.0803285	0.126843	0.0899232
390	0	-3209.04	-3164.397	-44.64323	2.2655	0.238432	0.143409	0.542995	0.029332	0.396164	0.0134993	0.0080891	0.257527	0.0806042	0.144738	0.0604721	0.417095	0.116623	0.935065	0.182037	0.0430978	0.0612519	2.46464	0.126712	0.575501	0.131309	0.18667	0.353183	0.328839	0.00194966	0.00803788	0.00136183	0.0037505	0.00654939	0.000512517
391	1	-3690.019	-3716.253	26.23464	0.00209105	0.80081	0.00870832	0.0749633	0.00481148	0.0231319	0.0071604	0.00244668	0.0378266	0.01608	0.0369448	0.00595834	0.0899222	0.0100291	0.0253012	0.00456904	0.0342112	0.018282	0.0923733	0.0129603	0.0576195	0.164961	0.255739	0.330128	0.249172	0.0935501	0.125254	0.138551	0.0847576	0.113103	0.115746
392	0	-3216.483	-3158.573	-57.91015	2.2594	0.267994	0.0345417	0.62012	0.0501364	0.470924	0.0179355	0.0120558	0.171338	0.0857144	0.17465	0.223038	0.46383	0.279102	1.25243	0.178643	0.0843784	0.114048	2.8216	0.204863	0.640274	0.234847	0.163982	0.384116	0.217056	0.0022964	0.00613734	0.00224628	0.00192618	0.00904446	0.00297181
393	1	-3684.781	-3708.378	23.59618	0.0017014	1.1288	0.0149378	0.0575704	0.00206264	0.0148032	0.00753515	0.00331	0.0184112	0.00264638	0.0430282	0.0262972	0.124473	0.00991543	0.00840167	0.00162676	0.0128743	0.0403379	0.116445	0.0132016	0.0417468	0.204568	0.243609	0.314469	0.237353	0.0626922	0.142107	0.113317	0.0890826	0.139886	0.0637973
394	0	-3216.988	-3164.499	-52.48873	2.47045	0.25621	0.0698805	0.569993	0.0202478	0.226623	0.0133469	0.0137052	0.22697	0.171054	0.0749387	0.35889	0.540591	0.101624	1.01843	0.142171	0.125403	0.189881	2.8216	0.10101	0.374194	0.183933	0.186902	0.233052	0.396112	0.00167351	0.00709491	0.00139751	0.00510993	0.0056153	0.00139978
395	1	-3678.873	-3704.953	26.07975	0.00683675	0.92699	0.0234609	0.0401878	0.00120332	0.013503	0.00873163	0.00230347	0.0312648	0.00898162	0.0248797	0.00979511	0.0723389	0.0377013	0.001297	0.00405365	0.0137699	0.0319315	0.073969	0.0135733	0.0335099	0.187086	0.261606	0.287595	0.263712	0.0824205	0.138273	0.112437	0.117345	0.13562	0.086273
396	0	-3217.816	-3157.971	-59.84508	2.42556	0.220947	0.0297727	0.587452	0.0373078	0.287594	0.0419168	0.0220131	0.208827	0.245989	0.260112	0.323112	0.931083	0.277976	1.50418	0.13151	0.0802905	0.124746	2.64098	0.0291972	0.213301	0.266105	0.165541	0.329918	0.238435	0.00221531	0.00773106	0.000906595	0.00216678	0.00769722	0.000554337
397	1	-3691.207	-3716.775	25.56794	0.016193	0.92699	0.0155564	0.0601772	0.00697901	0.0159157	0.00662387	0.0025826	0.0206025	0.00650145	0.0113349	0.0275554	0.134891	0.0266399	0.00367577	0.0112795	0.0161096	0.0335525	0.163748	0.0113602	0.0372543	0.224842	0.195237	0.326525	0.253395	0.0740649	0.147509	0.0526177	0.0724824	0.137853	0.0637826
398	0	-3219.736	-3154.029	-65.70653	2.46084	0.31302	0.0655669	0.696471	0.273283	0.449015	0.0420002	0.00951492	0.402467	0.0578216	0.404139	0.0945105	0.674993	0.0783914	0.843803	0.11488	0.0896177	0.136729	3.2891	0.0319721	0.678002	0.127502	0.157876	0.439888	0.274735	0.00370974	0.00630298	0.00160952	0.00209625	0.0103942	0.00103167
399	1	-3684.928	-3708.805	23.87704	0.0196954	1.17737	0.0030397	0.0424397	0.00324015	0.0402059	0.00401102	0.00117383	0.0237366	0.0121107	0.0105532	0.0272339	0.0994981	0.0199891	0.00134882	0.0121682	0.0186843	0.04205	0.175036	0.0158916	0.0610758	0.191525	0.229656	0.280775	0.298044	0.055582	0.107516	0.0794393	0.0726906	0.0815098	0.0656327
400	0	-3218.138	-3151.022	-67.11621	2.10789	0.251397	0.296745	0.753674	0.13102	0.281237	0.00387519	0.0156748	0.169196	0.0902683	0.435585	0.146236	0.519122	0.0818813	1.60071	0.0724987	0.0520941	0.128764	3.09005	0.0376245	1.08528	0.197776	0.21028	0.319774	0.272171	0.00142694	0.0113554	0.000676482	0.00197301	0.0038747	0.00211581
401	1	-3677.285	-3703.043	25.75783	0.0309768	0.94074	0.00245295	0.0761038	0.00405604	0.0170932	0.0046563	0.00124956	0.0237299	0.00369327	0.0261256	0.00798903	0.0780323	0.0143649	0.00299603	0.00128434	0.0174348	0.0149098	0.093793	0.00832212	0.027408	0.200712	0.228603	0.274007	0.296678	0.0751043	0.19136	0.0936269	0.136174	0.115991	0.0751753
402	0	-3217.817	-3163.502	-54.31511	2.59376	0.147841	0.182465	0.629205	0.125498	0.204676	0.00810606	0.128392	0.511875	0.120222	0.190654	0.0673004	0.38479	0.096459	0.976247	0.0222662	0.039295	0.18529	2.52628	0.0896296	0.836461	0.219638	0.2554	0.298456	0.226506	0.00279703	0.00925681	0.00243271	0.00194207	0.0077674	0.00122517
403	1	-3680.609	-3707.337	26.72848	0.0479833	0.94074	0.00254077	0.0623746	0.00228731	0.0137343	0.00896199	0.00260394	0.0200723	0.00322536	0.0185192	0.0198849	0.136781	0.0184406	0.00294733	0.00084464	0.00841212	0.0218477	0.0896805	0.0128971	0.0377888	0.221112	0.194774	0.281749	0.302365	0.0676911	0.11554	0.0587676	0.0808908	0.106577	0.0857444
404	0	-3215.303	-3156.125	-59.17818	2.56602	0.202899	0.200612	0.488768	0.0742946	0.111336	0.00867371	0.123409	0.323258	0.0534715	0.169899	0.130442	0.415824	0.124272	1.22261	0.136815	0.0200616	0.327428	3.04751	0.0713445	0.728621	0.148403	0.141512	0.224724	0.485362	0.00618857	0.0144456	0.00149398	0.00248605	0.00577721	0.000481764
405	1	-3679.758	-3705.775	26.0166	0.00787827	0.895967	0.000388607	0.0783782	0.00161332	0.00768491	0.00783271	0.0022295	0.0176519	0.00256725	0.00741178	0.0080103	0.0798064	0.00916335	0.00946857	0.00252862	0.00427461	0.0458891	0.11065	0.0308405	0.0801813	0.237889	0.262578	0.255628	0.243906	0.0633124	0.134384	0.108236	0.129873	0.112409	0.100335
406	0	-3211.842	-3153.176	-58.66582	2.00317	0.183332	0.357564	0.621988	0.126129	0.394404	0.0187153	0.120864	0.280246	0.0744887	0.420193	0.0905207	0.397576	0.110021	1.27448	0.105339	0.0174	0.355131	2.80058	0.102009	0.655589	0.12407	0.118309	0.375995	0.381627	0.00318039	0.00504143	0.00128205	0.00202665	0.00561494	0.000333176
407	1	-3692.282	-3718.504	26.22196	0.00760459	0.925023	0.000174981	0.0526431	0.00303129	0.0202085	0.00776884	0.0010549	0.0541182	0.00623471	0.00338217	0.0151063	0.0779353	0.00809734	0.0103789	0.00433677	0.0186803	0.0176622	0.136003	0.042638	0.0731215	0.257623	0.23169	0.246548	0.264139	0.0603208	0.0979835	0.0990851	0.124143	0.12161	0.0500838
408	0	-3208.033	-3148.95	-59.08234	2.26217	0.240711	0.210696	0.74162	0.0591252	0.461364	0.0132397	0.0277563	0.28938	0.0898202	0.16914	0.0647928	0.360064	0.28216	1.43542	0.192994	0.00304228	0.263205	2.67804	0.169682	0.5276	0.1406	0.202845	0.273641	0.382914	0.00390716	0.0132478	0.00185221	0.00200464	0.00558382	0.000250211
409	1	-3678.355	-3703.383	25.02877	0.0158512	0.948547	7.20507e-05	0.0503111	0.00273462	0.0107396	0.00748292	0.00161737	0.035354	0.00537919	0.0142888	0.00611149	0.0737182	0.00721754	0.00106954	0.00384604	0.0326213	0.0519863	0.103273	0.0114512	0.0911034	0.249693	0.224559	0.26974	0.256008	0.0898937	0.129662	0.0965815	0.116846	0.157748	0.0922424
410	0	-3219.864	-3166.682	-53.18221	2.24577	0.249565	0.365186	0.675758	0.0269178	0.345238	0.0256982	0.046077	0.122477	0.0648315	0.359682	0.0340313	0.482456	0.146238	0.887587	0.106981	0.00252271	0.182626	3.16489	0.0903	0.324936	0.187059	0.136035	0.408102	0.268804	0.00455922	0.0113794	0.00272844	0.00113277	0.00649093	0.00279596
411	1	-3680.942	-3704.876	23.93319	0.0238405	1.04133	2.84363e-05	0.0608357	0.00391086	0.0231161	0.00320328	0.00531331	0.0210487	0.0114554	0.017849	0.0290632	0.141538	0.00577287	0.00254379	0.00273083	0.0325337	0.0342147	0.141294	0.00945609	0.065987	0.250557	0.225336	0.267213	0.256894	0.0899797	0.109943	0.0934788	0.0980888	0.110276	0.0884766
412	0	-3215.389	-3149.642	-65.74769	2.3428	0.211784	0.353463	0.674734	0.0769883	0.43589	0.0932609	0.0700161	0.23805	0.0631398	0.170027	0.123984	0.265102	0.269294	1.33885	0.422495	0.000941604	0.12347	2.88066	0.0282584	1.03283	0.115284	0.110571	0.569345	0.2048	0.00396919	0.00347545	0.00118651	0.00166524	0.00894967	0.000104357
413	1	-3686.534	-3710.708	24.17415	0.0069564	1.04175	8.99438e-06	0.0608357	0.00372111	0.0184592	0.00641891	0.001391	0.0229558	0.00996347	0.0220317	0.00575905	0.0825171	0.0406304	0.00299544	0.0027242	0.0264302	0.0610858	0.103483	0.0171979	0.0707631	0.160617	0.221251	0.365895	0.252237	0.108676	0.105266	0.0888333	0.0864848	0.167092	0.078782
414	0	-3223.2	-3169.698	-53.50195	2.0685	0.171821	0.411928	0.612221	0.117489	0.228029	0.168858	0.088939	0.375257	0.0678126	0.265315	0.0975606	0.250299	0.265632	1.10384	0.508044	0.00122308	0.224023	2.64195	0.0458611	0.265544	0.120754	0.103999	0.669074	0.106172	0.00630133	0.00363803	0.00255476	0.00211674	0.01596	0.00010574
415	1	-3682.036	-3709.568	27.53181	0.00793308	0.763765	2.05857e-05	0.102825	0.00262074	0.0271056	0.00306966	0.00105552	0.04593	0.00821513	0.0128828	0.0129149	0.083135	0.026798	0.00523099	0.00155643	0.021764	0.0453233	0.100504	0.0153386	0.0626033	0.219704	0.200954	0.345227	0.234115	0.0736663	0.0897579	0.0988834	0.079658	0.130337	0.0845513
416	0	-3221.387	-3166.034	-55.35306	2.1707	0.242112	0.474516	0.737897	0.233661	0.181901	0.0789671	0.12077	0.187364	0.0798653	0.164607	0.175744	0.536327	0.1176	1.11266	0.269273	0.0018207	0.154601	2.90455	0.0433942	0.178158	0.0864387	0.122753	0.714808	0.0760006	0.00657207	0.00363893	0.00617895	0.000944249	0.0119749	0.000137655
417	1	-3675.251	-3700.009	24.75752	0.0136912	1.02245	2.40136e-05	0.064066	0.00333114	0.0305333	0.00347194	0.00172963	0.032543	0.0128362	0.0117001	0.00593156	0.134619	0.0200684	0.00278562	0.00171626	0.0133877	0.0540922	0.0914936	0.00906975	0.0529289	0.236807	0.216597	0.294257	0.25234	0.102534	0.105207	0.0821641	0.102848	0.119546	0.0901072
418	0	-3217.097	-3159.488	-57.60834	2.40211	0.238678	0.341708	0.957783	0.109239	0.289601	0.0251015	0.0750178	0.182701	0.0742573	0.0974354	0.159651	0.279262	0.182236	1.91149	0.336222	0.00144053	0.0438447	2.3675	0.0646842	0.257941	0.134166	0.233067	0.287944	0.344823	0.00264907	0.0088889	0.00143317	0.00209472	0.00827519	0.000220106
419	1	-3683.078	-3709.718	26.63989	0.0260002	0.76477	1.52458e-05	0.0796912	0.00424407	0.0382606	0.00255485	0.00170779	0.0216955	0.015573	0.0175001	0.0241473	0.101745	0.0345362	0.00218807	0.00190715	0.0214313	0.0287961	0.109834	0.0188808	0.0574502	0.264445	0.166579	0.323764	0.245212	0.0665361	0.109171	0.0993985	0.106361	0.145282	0.0969603
420	0	-3224	-3148.259	-75.74122	2.3611	0.193626	0.468842	0.638782	0.292148	0.404457	0.0233261	0.0280355	0.141023	0.0760945	0.232561	0.226936	0.418915	0.392535	2.07575	0.142006	0.00379856	0.047344	3.31386	0.141009	0.588188	0.15631	0.296148	0.173859	0.373683	0.00398565	0.0115975	0.000909807	0.00247784	0.00437003	0.00106517
421	1	-3684.171	-3710.876	26.70558	0.0513487	0.878545	1.93361e-05	0.0720261	0.00992809	0.0190712	0.00239936	0.00944879	0.0131645	0.00687361	0.0162123	0.0152264	0.127086	0.0163988	0.000379473	0.00217814	0.0136409	0.0394511	0.0896568	0.00328141	0.0835625	0.298028	0.20375	0.221869	0.276354	0.0691885	0.0930641	0.0778965	0.110986	0.0823731	0.0866621
422	0	-3215.185	-3148.221	-66.96487	2.66353	0.246881	0.219983	0.818636	0.329551	0.172105	0.00567024	0.0436893	0.197257	0.065984	0.103519	0.180146	0.36184	0.240367	1.522	0.246168	0.00170644	0.188017	2.73694	0.139049	0.849774	0.140752	0.205811	0.368868	0.284569	0.00515136	0.00716687	0.00177189	0.00130951	0.007822	0.00108549
423	1	-3680.767	-3706.634	25.86727	0.0277131	0.866266	4.34519e-05	0.063187	0.00590447	0.0231783	0.00567931	0.00338285	0.0242747	0.0051417	0.0167315	0.0191994	0.117686	0.0144498	0.000342345	0.00192207	0.0134898	0.0230656	0.094924	0.00144133	0.0610737	0.309174	0.203914	0.222048	0.264864	0.0765214	0.161717	0.0879928	0.126716	0.135066	0.0967903
424	0	-3211.833	-3160.412	-51.42056	2.41526	0.266216	0.196826	0.690347	0.0975846	0.161133	0.015275	0.0367626	0.194063	0.115799	0.248277	0.0879666	0.524986	0.188739	0.961128	0.0567828	0.00465266	0.197202	2.73694	0.124602	0.452824	0.178698	0.0853676	0.542351	0.193583	0.0070211	0.00660428	0.00137177	0.00280453	0.0106486	0.000867931
425	1	-3678.774	-3705.677	26.90346	0.0196205	0.835848	1.63882e-05	0.0564355	0.00150059	0.0347507	0.00469212	0.00281785	0.0307444	0.00302982	0.0148337	0.0233755	0.145404	0.0135306	0.000768532	0.0004664	0.0117842	0.0238185	0.0933988	0.00090807	0.056323	0.23706	0.23079	0.290973	0.241177	0.0648646	0.115195	0.0855898	0.123243	0.131584	0.0757362
426	0	-3223.398	-3155.657	-67.74123	2.212	0.316497	0.603505	0.82994	0.229282	0.139808	0.0230364	0.00908615	0.313589	0.0758399	0.553958	0.0680912	0.3234	0.291618	1.44421	0.0419442	0.00888253	0.299279	3.11182	0.0465183	0.469863	0.182871	0.057685	0.559677	0.199767	0.00555258	0.00455134	0.00226113	0.00109676	0.00857228	0.000551666
427	1	-3691.293	-3717.322	26.02841	0.00609075	0.805356	4.73536e-05	0.0713864	0.00270885	0.0378878	0.00321786	0.0084274	0.0610647	0.00362067	0.0151643	0.00511369	0.060193	0.00795192	0.00164549	0.000644757	0.0316686	0.0274276	0.0842534	0.00125293	0.0423215	0.221662	0.193046	0.353129	0.232163	0.122975	0.156994	0.134608	0.152355	0.129938	0.0834711
428	0	-3214.156	-3149.079	-65.07673	2.41184	0.225407	0.484667	0.971381	0.136795	0.323443	0.0633018	0.00498913	0.259642	0.0635389	0.362207	0.0279911	0.363472	0.232451	1.63054	0.0221811	0.0325131	0.133926	3.02039	0.0680574	0.307397	0.107159	0.146456	0.521489	0.224896	0.00402855	0.00586365	0.0022204	0.00181665	0.00775659	0.000484216
429	1	-3682.258	-3707.642	25.38451	0.0610107	0.914804	3.14341e-05	0.0561764	0.00205162	0.0166147	0.0103812	0.012979	0.0160616	0.0120181	0.0212257	0.00496516	0.0693115	0.00696364	0.00144962	0.000514868	0.0105575	0.0658392	0.12713	0.000676142	0.0899342	0.23839	0.235571	0.276355	0.249684	0.0836485	0.128565	0.123066	0.104843	0.103974	0.0773824
430	0	-3211.796	-3150.175	-61.62135	2.29105	0.321219	0.232736	0.811615	0.0616847	0.366259	0.032998	0.000656158	0.295343	0.0866746	0.230377	0.0240047	0.753042	0.131253	1.19805	0.0149604	0.0303177	0.384603	2.98222	0.128894	0.423843	0.0500364	0.19933	0.356899	0.393735	0.00430072	0.0084845	0.000869739	0.00124489	0.00575103	0.000309154
431	1	-3678.624	-3704.601	25.97775	0.0183855	0.914804	0.000206771	0.0578857	0.00344229	0.0203878	0.00361909	0.0159856	0.0201219	0.00564988	0.00887966	0.0079001	0.0966839	0.0287219	0.00117432	0.00028234	0.0101068	0.0329448	0.0902495	0.00536366	0.0588976	0.203941	0.201529	0.270859	0.323672	0.0837032	0.155067	0.112664	0.1062	0.12906	0.0744648
432	0	-3223.876	-3167.369	-56.50687	2.13471	0.235752	0.511781	0.716457	0.101715	0.480216	0.0368436	0.000197946	0.178187	0.266956	0.840209	0.0397157	0.464248	0.103263	0.750811	0.00799423	0.0336273	0.545558	2.30514	0.138211	0.396599	0.123825	0.189528	0.279867	0.406779	0.00174307	0.0131602	0.000738268	0.00248307	0.00456643	0.000426719
