Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	gamma	phi[1]	phi[2]	phi[3]	phi[4]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
1619	1	-5313.746	-5217.486	-96.26005	2.35368	0.448043	0.233945	2.00019	0.317734	0.164057	0.0771822	0.239809	0.67659	0.623342	0.740995	0.636308	0.00181683	0.28326	0.0319543	0.264473	3.36252	0.239881	0.267353	0.0502301	1.05963	1.149129	1	1.14913	1.14913	1	0.321383	0.211789	0.14582	0.321008	0.0177412	0.0164698	0.00901986	0.0157374	0.0181911	0.0215615
1620	0	-5314.906	-5230.319	-84.58756	2.26957	0.490964	0.0297734	1.53274	0.349982	0.431966	0.0070152	0.220917	0.903498	0.498176	0.805987	0.548766	0.311671	0.369942	0.0368831	0.193901	2.7928	0.0761856	0.0265109	0.978153	0.010761	1.147329	1	1.14733	1.14733	1	0.308122	0.212411	0.18283	0.296637	0.0200106	0.018775	0.0102064	0.0185716	0.0239067	0.0270165
1621	1	-5315.065	-5224.024	-91.04087	2.30713	0.448043	0.0295325	1.56278	0.482882	0.286873	0.0270125	0.174778	0.670213	0.611408	0.633013	0.293551	0.00187337	0.240571	0.0248999	0.24628	3.36252	0.631395	0.339178	0.0179828	1.14445	1.149129	1	1.14913	1.14913	1	0.31107	0.205443	0.224025	0.259462	0.0177933	0.0187817	0.0118402	0.0171055	0.0203783	0.0275336
1622	0	-5313.995	-5222.56	-91.43459	2.36364	0.456995	0.039699	1.55376	0.333574	0.350306	0.00691015	0.218416	0.916195	0.695459	0.67373	0.394464	0.166642	0.337264	0.019671	0.426919	3.2911	0.0534197	0.0387383	1.22663	0.0164047	1.156009	1	1.15601	1.15601	1	0.308122	0.212411	0.18283	0.296637	0.0224463	0.0196524	0.0067097	0.0171327	0.0236417	0.0189572
1623	1	-5317.539	-5228.318	-89.2205	2.30713	0.513985	0.0555917	1.542	0.452779	0.175035	0.0162641	0.160958	0.943784	0.572969	0.769103	0.296085	0.00796589	0.0588405	0.032092	0.252016	3.3273	0.603557	0.481085	0.0144021	0.764605	1.149129	1	1.14913	1.14913	1	0.349087	0.230551	0.12919	0.291172	0.0196735	0.0197491	0.00973251	0.0222452	0.0200735	0.0287412
1624	0	-5314.994	-5225.102	-89.89275	2.27577	0.53151	0.0647738	1.72174	0.223027	0.219942	0.00461994	0.37976	0.851396	0.587799	0.725703	0.585267	0.130269	0.356767	0.0400089	0.287851	3.36426	0.128916	0.139271	0.782614	0.0347533	1.149705	1	1.14971	1.14971	1	0.330442	0.227799	0.196074	0.245685	0.0168644	0.0145117	0.00553556	0.0158427	0.0213646	0.0247995
1625	1	-5318.745	-5224.66	-94.0846	2.54068	0.453778	0.135845	1.91122	0.311715	0.159008	0.0762368	0.407137	0.680425	0.738383	0.592603	0.36729	0.015613	0.140029	0.0372914	0.187426	3.32029	0.415976	0.301205	0.00434864	1.04441	1.149129	1	1.14913	1.14913	1	0.323406	0.244429	0.18893	0.243234	0.0204807	0.018966	0.00722342	0.0150862	0.0225614	0.0289475
1626	0	-5315.729	-5226.899	-88.8301	2.28584	0.446045	0.0548577	1.86535	0.186649	0.121739	0.00405114	0.503883	0.703194	0.629855	0.707712	0.382943	0.133378	0.445422	0.0677022	0.216537	3.12029	0.09754	0.0331191	1.19447	0.11994	1.141882	1	1.14188	1.14188	1	0.330442	0.227799	0.196074	0.245685	0.0177342	0.0202687	0.0104508	0.0171155	0.0194728	0.0238825
1627	1	-5318.35	-5220.666	-97.68349	2.37099	0.453778	0.325387	1.58206	0.286186	0.240727	0.0790296	0.257241	0.958858	0.81269	0.612968	0.551765	0.0512954	0.344012	0.00726208	0.12648	3.32029	0.377383	0.344025	0.00246145	1.10411	1.136973	1	1.13697	1.13697	1	0.267103	0.201875	0.156038	0.374984	0.0244052	0.0234316	0.00711323	0.0132103	0.0162477	0.0218676
1628	0	-5318.534	-5213.283	-105.2503	2.28584	0.484099	0.124088	1.90318	0.78327	0.35164	0.00461488	0.196014	0.754779	0.43723	0.987888	0.469088	0.178719	0.241961	0.0311059	0.419723	3.66295	0.175617	0.0692249	1.34358	0.0628908	1.141882	1	1.14188	1.14188	1	0.325593	0.224456	0.207872	0.242079	0.0178114	0.0165724	0.0111064	0.0151902	0.0176304	0.0256608
1629	1	-5322.838	-5230.744	-92.09353	2.60621	0.453778	0.33708	1.49397	0.281477	0.203406	0.0414288	0.148914	0.743929	0.385287	0.801496	0.51705	0.0601191	0.314541	0.00342998	0.253295	3.30436	0.485476	0.479146	0.00898531	0.724969	1.134478	1	1.13448	1.13448	1	0.332545	0.251336	0.154249	0.261871	0.0231497	0.0169347	0.00895238	0.0124412	0.0227002	0.0239997
1630	0	-5316.92	-5217.807	-99.11287	2.52892	0.421426	0.110867	1.90318	0.238665	0.0771262	0.00481066	0.110973	0.695153	0.484873	0.859278	0.800411	0.260608	0.269072	0.0602151	0.253184	3.66295	0.141512	0.0306868	1.3899	0.0428927	1.141882	1	1.14188	1.14188	1	0.288063	0.198583	0.192798	0.320556	0.0222592	0.0199625	0.0114928	0.0146773	0.0224208	0.0202178
1631	1	-5319.361	-5223.097	-96.26409	2.21694	0.453778	0.0983775	1.93802	0.41087	0.207769	0.0204305	0.172769	0.877582	0.584353	0.752242	0.492472	0.215021	0.148753	0.00370856	0.437162	3.49152	0.386826	0.338909	0.0263222	0.795546	1.134478	1	1.13448	1.13448	1	0.374979	0.189614	0.173281	0.262126	0.0143605	0.0192139	0.00942019	0.0188915	0.020212	0.022116
1632	0	-5326.448	-5226.234	-100.2137	2.33495	0.417923	0.147144	1.20469	0.399429	0.108899	0.00990018	0.0815504	1.12609	0.502671	0.866001	0.466324	0.161999	0.519051	0.0622772	0.417586	3.5124	0.136535	0.0421064	1.90514	0.04188	1.143478	1	1.14348	1.14348	1	0.320854	0.221189	0.214744	0.243214	0.0207637	0.0150244	0.0133424	0.0157462	0.0171541	0.0210737
1633	1	-5321.007	-5227.39	-93.61701	2.60478	0.487968	0.0400866	1.59439	0.268634	0.289728	0.0635698	0.251981	0.650423	0.69914	0.582161	0.364635	0.217306	0.140385	0.00324637	0.102935	3.49152	0.453673	0.551329	0.0154201	0.926053	1.134478	1	1.13448	1.13448	1	0.355234	0.178632	0.209049	0.257085	0.0208638	0.0200275	0.00831465	0.0150859	0.0261461	0.0190748
1634	0	-5318.061	-5216.828	-101.2323	2.40218	0.423121	0.0554599	1.6645	0.459515	0.0441875	0.0171279	0.265218	0.66269	0.486216	1.15366	0.488753	0.109955	0.540612	0.0603348	0.371583	3.42674	0.169181	0.089268	1.61478	0.0575432	1.143478	1	1.14348	1.14348	1	0.276567	0.198742	0.185104	0.339587	0.0234838	0.0173881	0.00697022	0.0190085	0.0205353	0.0194996
1635	1	-5320.27	-5229.891	-90.37905	2.39447	0.389139	0.0400387	1.91091	0.386583	0.323588	0.0202633	0.324063	0.534554	0.461717	0.581113	0.703783	0.210051	0.0691037	0.00307989	0.0685387	3.49152	0.239836	0.463494	0.0467268	0.810676	1.161936	1	1.16194	1.16194	1	0.357145	0.199039	0.19904	0.244776	0.0183483	0.0199591	0.0115972	0.0153435	0.0243236	0.0195209
1636	0	-5328.755	-5239.511	-89.24418	2.46747	0.540278	0.0961651	1.28096	0.414952	0.139271	0.0150044	0.235782	0.723528	0.624324	0.377462	0.566787	0.0409751	0.725908	0.0909265	0.427117	3.0547	0.038547	0.388819	1.0911	0.019095	1.143478	1	1.14348	1.14348	1	0.273849	0.191146	0.157703	0.377302	0.0194542	0.0181025	0.0114461	0.0272229	0.0188248	0.0164822
1637	1	-5312.381	-5233.539	-78.84262	2.39447	0.460238	0.0215024	1.37133	0.311544	0.147443	0.0172047	0.267575	0.55322	0.507586	0.800952	0.502437	0.0896255	0.0856772	0.00107718	0.0302596	3.1235	0.392041	0.356373	0.0221483	0.850504	1.160554	1	1.16055	1.16055	1	0.359367	0.200277	0.194058	0.246299	0.0188066	0.0215156	0.0141356	0.0127687	0.0221622	0.0327334
1638	0	-5311.993	-5222.44	-89.55326	2.46747	0.384068	0.0195484	1.59966	0.234921	0.168001	0.0256567	0.30118	0.792869	0.471651	0.656535	0.687814	0.0695999	0.292399	0.0564789	0.431375	3.40447	0.0795145	0.220052	0.98816	0.0428597	1.143478	1	1.14348	1.14348	1	0.305403	0.174429	0.175864	0.344304	0.0192638	0.0225871	0.0107465	0.0220168	0.0165892	0.0161238
1639	1	-5319.339	-5225.289	-94.05039	2.46914	0.424933	0.0221981	2.26213	0.310937	0.331555	0.0282307	0.148013	0.805339	0.702828	0.445331	0.773797	0.116988	0.139446	0.01331	0.0352155	3.13623	0.284055	0.368532	0.0689147	0.94887	1.147964	1	1.14796	1.14796	1	0.298418	0.214475	0.214814	0.272293	0.0183082	0.0186899	0.0107892	0.0187458	0.0229402	0.0254028
1640	0	-5308.791	-5216.829	-91.96208	2.24298	0.464538	0.0308256	1.55333	0.404997	0.244677	0.0465978	0.291459	0.67364	0.573085	0.654676	0.727275	0.103426	0.277784	0.0753383	0.541875	3.50368	0.0535714	0.181233	0.902718	0.0932398	1.159686	1	1.15969	1.15969	1	0.301533	0.18489	0.173636	0.339942	0.021004	0.0178834	0.00738385	0.0152366	0.0194348	0.0189727
1641	1	-5316.425	-5219.55	-96.87501	2.16696	0.482996	0.0348407	1.74757	0.150319	0.391123	0.0222108	0.287023	0.766903	0.60149	1.04245	0.473773	0.0913338	0.298833	0.0249185	0.0171193	3.52939	0.389279	0.375645	0.0359103	1.19295	1.147964	1	1.14796	1.14796	1	0.308365	0.221623	0.196267	0.273745	0.0208652	0.0171801	0.0106393	0.0184671	0.0183156	0.0248238
1642	0	-5325.408	-5230.237	-95.17121	2.21211	0.420667	0.0637686	1.62461	0.73824	0.389959	0.0645088	0.408276	0.817477	0.454879	0.374348	0.787997	0.203075	0.383019	0.228077	0.261768	3.13591	0.0729998	0.281303	0.98701	0.0493028	1.159686	1	1.15969	1.15969	1	0.267652	0.244097	0.196452	0.291798	0.0163056	0.0156119	0.0161768	0.0166336	0.0181078	0.0196331
1643	1	-5321.187	-5231.406	-89.7806	2.22772	0.406549	0.0743634	1.4789	0.18999	0.19099	0.00810631	0.318277	0.889532	0.810832	1.10733	0.78419	0.0431288	0.156049	0.0307711	0.00720695	3.04992	0.455917	0.614226	0.109823	0.47609	1.147964	1	1.14796	1.14796	1	0.302605	0.217484	0.204527	0.275384	0.0147118	0.014681	0.00882869	0.0156835	0.0240086	0.0160613
1644	0	-5318.056	-5226.154	-91.90174	2.21211	0.377953	0.0374317	1.78756	0.287049	0.116597	0.0862449	0.228758	1.04958	0.701329	0.732453	0.509179	0.103209	0.270039	0.129623	0.428016	3.31823	0.131758	0.200315	0.81726	0.111349	1.164454	1	1.16445	1.16445	1	0.290576	0.221083	0.225754	0.262588	0.0240709	0.0185437	0.008207	0.0121374	0.0178647	0.0174817
1645	1	-5317.851	-5223.405	-94.44609	2.30934	0.456418	0.0535509	1.45315	0.237272	0.32397	0.00485696	0.443361	0.853105	0.502043	0.932011	0.632504	0.0503818	0.112044	0.0224517	0.00541301	3.58298	0.251246	0.575381	0.103608	0.968371	1.147964	1	1.14796	1.14796	1	0.235096	0.194706	0.222812	0.347386	0.0298546	0.0275671	0.00778489	0.0158833	0.0205842	0.0153104
1646	0	-5319.259	-5236.864	-82.39479	2.343	0.413088	0.145101	1.76872	0.318839	0.143397	0.0530197	0.247935	0.614961	0.741121	0.585773	0.589509	0.182604	0.236555	0.0752474	0.245881	2.81402	0.133666	0.13242	0.669256	0.225208	1.170657	1	1.17066	1.17066	1	0.310159	0.219317	0.20603	0.264493	0.0124508	0.0208266	0.0133885	0.0170992	0.0182227	0.0217191
1647	1	-5313.752	-5230.628	-83.12448	2.14958	0.457962	0.00706882	1.32905	0.191297	0.188811	0.0254991	0.140576	0.868032	0.519132	0.924216	0.340308	0.0831627	0.0816918	0.00895392	0.00282594	3.53068	0.347592	0.430634	0.158848	0.963512	1.157277	1	1.15728	1.15728	1	0.330112	0.20777	0.216611	0.245506	0.0263995	0.0161144	0.0107575	0.0123485	0.0199777	0.0223248
1648	0	-5333.562	-5243.704	-89.85845	2.05351	0.387776	0.196089	1.76872	0.442986	0.173102	0.0499214	0.372977	0.684284	0.714537	0.708778	0.443621	0.084233	0.39999	0.0775468	0.264224	2.76244	0.149302	0.251389	1.11211	0.345338	1.170657	1	1.17066	1.17066	1	0.378504	0.255418	0.169782	0.196296	0.0120808	0.0131976	0.011598	0.0102974	0.0161247	0.0232367
1649	1	-5315.212	-5228.492	-86.71977	2.65657	0.44942	0.0109457	1.63214	0.0769017	0.0766019	0.0436872	0.174515	0.881461	0.386784	0.726831	0.548663	0.104581	0.308153	0.00445477	0.00501832	3.0592	0.39033	0.351325	0.225941	0.97705	1.151132	1	1.15113	1.15113	1	0.28575	0.235977	0.199437	0.278835	0.0231798	0.0265518	0.0142025	0.0162438	0.0247562	0.0219868
1650	0	-5326.596	-5230.769	-95.82723	2.4109	0.470868	0.125882	1.79731	0.448285	0.133872	0.0407435	0.319154	0.701049	0.562917	0.511302	0.633692	0.204667	0.505104	0.073221	0.160789	3.59028	0.0477577	0.280706	0.79644	0.220987	1.170657	1	1.17066	1.17066	1	0.29903	0.288079	0.191493	0.221398	0.0135066	0.0175409	0.0100163	0.0162343	0.0147739	0.01829
1651	1	-5309.08	-5225.337	-83.74318	2.21087	0.442944	0.0240677	1.33729	0.263438	0.0889511	0.0134068	0.332376	0.905194	0.424775	1.00421	0.442524	0.0733452	0.136838	0.0128106	0.00481493	3.07339	0.292353	0.554201	0.211216	0.965647	1.179885	1	1.17989	1.17989	1	0.30295	0.250181	0.15125	0.295619	0.0173797	0.0218428	0.00831097	0.016844	0.0180919	0.0198169
1652	0	-5320.422	-5238.457	-81.96481	2.12628	0.501611	0.0981282	1.4436	0.170644	0.12583	0.0965176	0.155003	0.763117	0.474352	0.475599	0.732605	0.48547	0.1831	0.0287401	0.188347	3.08966	0.0340477	0.471397	0.865729	0.118093	1.170657	1	1.17066	1.17066	1	0.234209	0.225394	0.200786	0.33961	0.0226158	0.0215033	0.0103076	0.0177453	0.0209504	0.0190471
1653	1	-5309.387	-5227.588	-81.79967	2.0897	0.411968	0.0234671	1.41248	0.379778	0.174536	0.0158785	0.342842	0.992287	0.524624	0.574487	0.586284	0.140591	0.0581433	0.0111736	0.00328237	3.25056	0.228893	0.477859	0.10669	0.818278	1.179885	1	1.17989	1.17989	1	0.284119	0.221217	0.20081	0.293854	0.0195612	0.0175528	0.0095357	0.0186447	0.0177103	0.0157998
1654	0	-5329.432	-5231.992	-97.43951	2.12189	0.43443	0.138929	1.56818	0.117979	0.262097	0.165197	0.269978	1.14204	0.800004	0.882616	0.310084	0.164298	0.426317	0.028279	0.529745	3.12577	0.0216059	0.105906	1.38083	0.187384	1.170657	1	1.17066	1.17066	1	0.261008	0.192791	0.17204	0.374161	0.019912	0.0292737	0.00992468	0.0167923	0.016248	0.0118054
1655	1	-5310.865	-5230.086	-80.7786	2.0897	0.447125	0.0204321	1.53791	0.199764	0.251384	0.0369292	0.279046	0.683493	0.370756	0.725138	0.43017	0.107101	0.282637	0.00299725	0.00399551	3.25056	0.266332	0.45436	0.0473943	1.03379	1.17506	1	1.17506	1.17506	1	0.324314	0.208796	0.189535	0.277355	0.0226639	0.0182988	0.00704149	0.0118827	0.0195148	0.020567
1656	0	-5324.853	-5221.734	-103.1196	2.26154	0.429667	0.181803	1.80423	0.140596	0.226103	0.0913265	0.161034	0.942857	0.641271	1.1179	0.565517	0.212302	0.751273	0.0453808	0.49288	3.18369	0.0582327	0.20678	1.09193	0.150874	1.170657	1	1.17066	1.17066	1	0.300096	0.241314	0.122313	0.336277	0.0195492	0.0145497	0.00915497	0.0212944	0.0145522	0.0192349
1657	1	-5311.661	-5226.412	-85.24851	2.00406	0.453474	0.0111623	1.55469	0.4943	0.240882	0.0599246	0.261939	0.791878	0.36399	0.731502	0.563619	0.0934429	0.297786	0.00386208	0.00199279	3.25056	0.208569	0.411095	0.216909	0.94373	1.180105	1	1.1801	1.1801	1	0.30662	0.251963	0.179195	0.262223	0.0201743	0.0196291	0.00960255	0.0181748	0.0157756	0.0247439
1658	0	-5317.102	-5234.538	-82.56453	2.16736	0.383742	0.0467553	1.4084	0.320577	0.109177	0.0354726	0.0786928	0.729387	0.44144	0.693412	0.632081	0.381188	0.492523	0.0251405	0.178032	3.11022	0.0977314	0.0519745	1.11905	0.190863	1.170657	1	1.17066	1.17066	1	0.257687	0.199784	0.146612	0.395917	0.0210237	0.0227436	0.0068479	0.0141689	0.0208184	0.0211885
1659	1	-5311.782	-5221.831	-89.95122	1.93166	0.412457	0.0315728	1.52104	0.393542	0.224458	0.0696159	0.202746	0.802511	0.615006	0.715951	0.774962	0.125323	0.271886	0.00392313	0.00333935	3.2326	0.398128	0.526787	0.0527314	1.11826	1.180105	1	1.1801	1.1801	1	0.333677	0.225184	0.161325	0.279814	0.0177313	0.01709	0.0118426	0.0177766	0.0183812	0.0264024
1660	0	-5311.991	-5237.74	-74.25114	2.29157	0.39409	0.0323088	1.13576	0.204949	0.152054	0.0301236	0.189999	0.853701	0.603389	0.588444	0.387034	0.120948	0.227689	0.022374	0.309022	3.12905	0.0470871	0.033933	0.98825	0.11467	1.198233	1	1.19823	1.19823	1	0.283756	0.177904	0.21671	0.32163	0.020459	0.01908	0.00746958	0.0161969	0.0190437	0.027215
1661	1	-5310.4	-5229.665	-80.73466	1.96916	0.464296	0.0762454	1.52104	0.427102	0.114272	0.018205	0.238696	0.751138	0.48991	0.719131	0.506253	0.157239	0.189782	0.00391229	0.00366382	3.12447	0.233765	0.3496	0.140296	1.0034	1.173979	1	1.17398	1.17398	1	0.392493	0.160665	0.162419	0.284422	0.0212774	0.0137157	0.00948873	0.0174985	0.0248606	0.028268
1662	0	-5311.288	-5223.795	-87.49286	2.24485	0.407865	0.0233574	1.4827	0.302331	0.25182	0.0205604	0.323993	0.978144	0.704532	0.696256	0.349556	0.404594	0.487909	0.0129667	0.256682	3.12905	0.0486577	0.0144502	0.883476	0.156334	1.164276	1	1.16428	1.16428	1	0.246701	0.201969	0.184323	0.367007	0.025925	0.0239573	0.0103937	0.0179949	0.0148081	0.0203192
1663	1	-5319.277	-5239.293	-79.98422	2.23097	0.410787	0.0221849	1.57803	0.255462	0.128424	0.041073	0.0711462	0.766603	0.648276	0.534903	0.582731	0.0595353	0.252149	0.00772313	0.00126349	2.86092	0.352066	0.427697	0.345965	0.837433	1.173979	1	1.17398	1.17398	1	0.354749	0.203451	0.205672	0.236129	0.0242859	0.025061	0.0111649	0.0126542	0.0318536	0.0212904
1664	0	-5312.753	-5219.32	-93.4332	2.20255	0.424588	0.0212581	1.66045	0.203839	0.122096	0.0439973	0.172165	0.743231	0.687706	0.731224	0.885763	0.179656	0.508087	0.0453644	0.59146	3.19226	0.036789	0.00445245	1.19201	0.141014	1.164276	1	1.16428	1.16428	1	0.257792	0.228689	0.158758	0.354762	0.0210162	0.0179769	0.00751879	0.0144436	0.0167481	0.0198563
1665	1	-5317.911	-5230.347	-87.56433	2.26459	0.415339	0.0832223	1.56296	0.236604	0.173998	0.0148347	0.223439	1.19233	0.529736	0.820108	0.311623	0.0985934	0.247631	0.0106817	0.00109924	2.86092	0.505187	0.196886	0.243306	1.19856	1.173979	1	1.17398	1.17398	1	0.238013	0.1842	0.149346	0.428441	0.0214445	0.0332108	0.00612409	0.0208544	0.0137273	0.0126509
1666	0	-5314.812	-5222.775	-92.03702	2.31058	0.384904	0.0142874	1.82347	0.422898	0.246572	0.0830709	0.251411	0.753776	0.722988	0.917517	0.495449	0.151273	0.421507	0.0524146	0.223746	3.07476	0.162698	0.0119732	0.835048	0.287394	1.164276	1	1.16428	1.16428	1	0.24435	0.20481	0.237751	0.313089	0.0209675	0.0212209	0.00845986	0.0150757	0.0179011	0.0165393
1667	1	-5322.13	-5238.705	-83.42498	2.01714	0.415339	0.217481	1.51888	0.11331	0.052842	0.0127222	0.0568705	1.15815	0.413927	0.588579	0.738392	0.0873504	0.252253	0.0227463	0.000913418	2.95517	0.259804	0.412926	0.352744	1.10332	1.173979	1	1.17398	1.17398	1	0.230502	0.209945	0.144633	0.41492	0.0232774	0.0361652	0.0112679	0.0233966	0.0175676	0.0231854
1668	0	-5315.962	-5228.606	-87.35609	2.44988	0.47017	0.0264289	1.31309	0.440903	0.213061	0.037232	0.169824	0.701808	0.445565	0.581394	0.508182	0.200873	0.43322	0.0890696	0.473941	3.5148	0.129664	0.0232204	0.835048	0.118164	1.164276	1	1.16428	1.16428	1	0.251509	0.181514	0.244716	0.322262	0.0249149	0.0216174	0.00925716	0.0151441	0.0158101	0.0175292
1669	1	-5317.31	-5229.167	-88.14323	2.32745	0.40287	0.096098	1.49288	0.397927	0.0968064	0.100544	0.0877979	1.04442	0.485687	0.817005	0.656047	0.0499681	0.283003	0.0275549	0.000864989	2.95517	0.366787	0.335652	0.347127	0.872544	1.158936	1	1.15894	1.15894	1	0.3454	0.20056	0.147378	0.306662	0.0170783	0.029067	0.00954219	0.0179641	0.0162765	0.0249284
1670	0	-5315.019	-5222.454	-92.56499	2.3901	0.47017	0.0187417	1.69436	0.318328	0.235827	0.0187083	0.114514	0.939495	0.54401	0.78093	0.633752	0.156646	0.449934	0.0449773	0.51532	2.99001	0.0902695	0.0458671	1.18935	0.0516693	1.160874	1	1.16087	1.16087	1	0.236816	0.151073	0.238	0.374112	0.0330959	0.0174026	0.00798695	0.0162093	0.0186635	0.0146991
1671	1	-5316.765	-5235.47	-81.29503	2.32745	0.480864	0.118462	1.42406	0.0700018	0.146929	0.0367054	0.181397	0.753813	0.532202	0.83328	0.371532	0.00624058	0.430708	0.0726305	0.000876429	2.95517	0.421788	0.419573	0.132211	0.846835	1.184386	1	1.18439	1.18439	1	0.355226	0.206265	0.142003	0.296507	0.0175293	0.0252118	0.00807117	0.0131036	0.019525	0.0255213
1672	0	-5320.44	-5237.088	-83.35241	2.3901	0.427001	0.0225671	1.71221	0.171864	0.227581	0.0321604	0.085484	0.801042	0.311179	0.602573	0.629001	0.231358	0.36057	0.0895038	0.524339	2.96606	0.0979652	0.1134	0.835928	0.123697	1.170431	1	1.17043	1.17043	1	0.295045	0.161463	0.139107	0.404385	0.0229212	0.0204126	0.0101647	0.0235947	0.0207941	0.025363
1673	1	-5317.004	-5228.582	-88.4219	2.17555	0.449279	0.0774731	1.82389	0.15221	0.278713	0.0134556	0.204583	0.582408	0.681079	0.423443	0.831787	0.0154787	0.315871	0.0864116	0.00161413	2.92314	0.492775	0.458292	0.0391323	1.25623	1.15552	1	1.15552	1.15552	1	0.348119	0.222144	0.139162	0.290575	0.0201185	0.0175703	0.00803806	0.0172655	0.0215446	0.0199072
1674	0	-5313.755	-5234.493	-79.26172	1.96566	0.48868	0.0280268	1.59759	0.210011	0.159492	0.0348762	0.205515	0.880629	0.588571	0.689708	0.484081	0.225381	0.215047	0.0860276	0.204604	3.23857	0.0334243	0.144382	0.763013	0.126292	1.170431	1	1.17043	1.17043	1	0.257926	0.173155	0.215408	0.353511	0.0249991	0.0162075	0.00679498	0.0170694	0.0209763	0.0141244
1675	1	-5315.096	-5223.302	-91.7944	2.46151	0.480792	0.113209	1.28241	0.438053	0.16947	0.0208597	0.196771	0.832878	0.735468	0.594993	0.697913	0.0856682	0.155072	0.110737	0.00307583	3.65689	0.518463	0.224794	0.0487861	0.784624	1.154299	1	1.1543	1.1543	1	0.268794	0.207688	0.178346	0.345172	0.021764	0.0224264	0.00961538	0.0211751	0.0161482	0.0210723
1676	0	-5312.843	-5229.737	-83.10626	2.15826	0.380453	0.0172091	1.44277	0.404882	0.296695	0.0116406	0.0953743	0.798816	0.370085	0.848265	0.490032	0.216781	0.418266	0.0590603	0.4785	3.23857	0.191062	0.0848901	0.677717	0.0649839	1.170431	1	1.17043	1.17043	1	0.332256	0.197525	0.166477	0.303742	0.0148547	0.0208378	0.0115227	0.0181392	0.0239586	0.0205794
1677	1	-5322.684	-5237.95	-84.73344	2.24876	0.394286	0.183654	1.76033	0.510099	0.24447	0.0166836	0.179047	0.713488	0.636954	0.760943	0.571599	0.0832773	0.236279	0.115878	0.000616074	2.97338	0.227603	0.178555	0.0554621	0.813832	1.165555	1	1.16556	1.16556	1	0.284432	0.171604	0.188722	0.355242	0.0201065	0.0144169	0.0149217	0.0199349	0.0238943	0.018952
1678	0	-5315.224	-5234.804	-80.41933	2.15826	0.426984	0.00812702	1.26034	0.236407	0.110988	0.038724	0.0752845	0.932343	0.5104	0.848265	0.615937	0.248986	0.624416	0.0738643	0.306361	2.99047	0.166968	0.135063	0.698311	0.0145694	1.177678	1	1.17768	1.17768	1	0.355625	0.151856	0.167414	0.325105	0.0191832	0.0158631	0.00518457	0.0182997	0.0234059	0.0217808
1679	1	-5320.263	-5236.595	-83.66814	2.24876	0.415816	0.27012	1.71043	0.23716	0.354407	0.0119461	0.420306	0.729317	0.380087	0.735571	0.667648	0.0880566	0.231559	0.18007	0.00189982	2.67186	0.495363	0.273484	0.0321087	0.652295	1.165555	1	1.16556	1.16556	1	0.272054	0.149582	0.207806	0.370559	0.0258035	0.0174545	0.00858208	0.0177242	0.018592	0.0144583
1680	0	-5315.829	-5231.685	-84.14396	2.5304	0.422949	0.0122003	1.74089	0.137912	0.0636448	0.133002	0.150286	0.747313	0.331132	0.785092	0.365799	0.189044	0.462801	0.0542174	0.390768	2.97295	0.229664	0.111656	1.01058	0.00500356	1.177678	1	1.17768	1.17768	1	0.332961	0.202733	0.15992	0.304387	0.0229408	0.0198691	0.00975047	0.0159236	0.0213151	0.0201509
1681	1	-5318.32	-5234.456	-83.8641	1.88094	0.447835	0.171627	1.71043	0.334662	0.155854	0.015145	0.231857	0.881851	0.675929	0.488063	0.590142	0.0367517	0.318217	0.0534608	0.000590229	2.9536	0.650051	0.259401	0.0701459	0.893051	1.165555	1	1.16556	1.16556	1	0.230965	0.138615	0.192571	0.437849	0.0300764	0.0205979	0.00816209	0.0179295	0.0173806	0.0167224
1682	0	-5314.565	-5229.23	-85.33445	2.5414	0.433728	0.0515616	1.89576	0.295632	0.126354	0.0474996	0.293134	0.550484	0.638129	0.827942	0.437395	0.255828	0.323134	0.0671001	0.386385	2.93685	0.126841	0.0466252	0.687802	0.000629233	1.165049	1	1.16505	1.16505	1	0.330856	0.201451	0.195233	0.272461	0.0241996	0.0169447	0.0110209	0.0140493	0.0216879	0.0194572
1683	1	-5319.672	-5221.417	-98.25527	2.36926	0.387513	0.175682	1.34896	0.471826	0.165404	0.0561631	0.327062	0.820223	0.633991	0.563485	0.566508	0.0472516	0.603337	0.108845	0.00102001	3.23059	0.438978	0.541432	0.0947312	1.31909	1.165555	1	1.16556	1.16556	1	0.300754	0.1805	0.250759	0.267986	0.0187138	0.0189369	0.0103394	0.0129926	0.0179298	0.0193229
1684	0	-5314.487	-5228.091	-86.3959	2.32418	0.457012	0.050825	1.41309	0.205115	0.169355	0.0132305	0.202774	0.652742	0.738684	0.85653	0.477751	0.0819663	0.370141	0.0969672	0.355258	3.08263	0.330218	0.0361366	1.15559	0.0043696	1.171948	1	1.17195	1.17195	1	0.341121	0.176676	0.20129	0.280914	0.0181529	0.0226578	0.00707596	0.0192829	0.0269518	0.0143339
