Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	gamma	phi[1]	phi[2]	phi[3]	phi[4]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
491	1	-5317.582	-5223.893	-93.68888	2.34739	0.44112	0.111189	1.57374	0.208869	0.110379	0.0194917	0.173359	1.29276	0.581258	0.646828	0.503436	0.0841359	0.390621	0.0763345	0.186747	3.04294	0.421187	0.269417	0.0570151	1.27212	1.157518	1	1.15752	1.15752	1	0.274424	0.206719	0.16313	0.355727	0.019298	0.0187909	0.00911371	0.0176622	0.0168009	0.0217599
492	0	-5317.68	-5240.113	-77.56624	1.90247	0.460825	0.21104	1.63497	0.223293	0.0763176	0.060157	0.197543	0.485808	0.59859	0.528731	0.71768	0.164699	0.385307	0.0364887	0.185609	2.88847	0.109869	0.270696	1.00139	0.0499941	1.185327	1	1.18533	1.18533	1	0.309032	0.174313	0.230928	0.285727	0.0216388	0.019752	0.0103261	0.0164347	0.0222987	0.0183152
493	1	-5316.125	-5226.638	-89.48744	2.21419	0.445344	0.141183	1.33818	0.35669	0.0724401	0.0136313	0.211799	0.664587	0.382166	0.866382	0.765804	0.0634911	0.257224	0.118374	0.114271	3.34216	0.303834	0.402734	0.0400959	1.26152	1.157518	1	1.15752	1.15752	1	0.265625	0.200547	0.157899	0.375929	0.0250234	0.0274408	0.00798013	0.0209807	0.0142179	0.0218692
494	0	-5318.555	-5237.535	-81.01992	2.19183	0.433262	0.0862321	1.24178	0.157188	0.190045	0.135689	0.299958	0.759825	0.635976	0.486322	0.50261	0.225523	0.19146	0.0354001	0.263254	2.91503	0.136684	0.188477	1.36897	0.0932569	1.185327	1	1.18533	1.18533	1	0.324742	0.192124	0.182883	0.300252	0.0203882	0.0162502	0.0122456	0.013289	0.0214362	0.0217062
495	1	-5320.175	-5226.115	-94.05971	2.35181	0.445344	0.270571	1.43301	0.563833	0.179001	0.0472423	0.209346	1.02726	0.654906	1.23636	0.488014	0.0265307	0.290717	0.0287839	0.0778887	3.00287	0.240386	0.320203	0.0754662	0.871612	1.157518	1	1.15752	1.15752	1	0.315428	0.186947	0.147191	0.350435	0.0216473	0.017694	0.00629458	0.0224516	0.0161539	0.0254613
496	0	-5315.898	-5233.256	-82.64191	2.0464	0.433262	0.0707446	1.79184	0.480233	0.170159	0.0269491	0.0672362	0.814815	0.484726	0.648917	0.672923	0.0786499	0.120978	0.010632	0.289411	2.91503	0.220558	0.0944525	1.12153	0.13992	1.185327	1	1.18533	1.18533	1	0.317545	0.210027	0.17883	0.293598	0.0234136	0.0209647	0.00680705	0.017655	0.0182736	0.0197962
497	1	-5321.734	-5233.304	-88.43074	2.35181	0.43216	0.0973075	1.64051	0.549515	0.101283	0.0636008	0.120714	0.946585	0.659062	1.01034	0.567817	0.0305603	0.119313	0.0669367	0.0815614	3.13302	0.24103	0.0665593	0.0157222	0.983602	1.157518	1	1.15752	1.15752	1	0.3413	0.20228	0.15552	0.300899	0.0187637	0.0269772	0.0108802	0.0195383	0.0159791	0.0167969
498	0	-5318.82	-5244.551	-74.26982	1.96419	0.459032	0.172074	1.41518	0.324981	0.0983319	0.0230164	0.314478	0.634833	0.425161	0.882938	0.25613	0.165453	0.119613	0.0257833	0.22653	2.80366	0.18919	0.101632	1.21049	0.0498576	1.185327	1	1.18533	1.18533	1	0.322848	0.214835	0.160311	0.302006	0.0185812	0.018616	0.00992983	0.0172541	0.0155741	0.0265637
499	1	-5318.44	-5221.354	-97.08542	2.02024	0.477647	0.0805917	1.90858	0.396268	0.273616	0.024008	0.220156	1.01733	0.731778	0.781034	0.667049	0.0155173	0.107669	0.319374	0.284881	3.13302	0.376827	0.111054	0.0179604	1.19729	1.157518	1	1.15752	1.15752	1	0.349225	0.186053	0.206467	0.258255	0.0174644	0.0165508	0.00615458	0.0140512	0.0168274	0.0204721
500	0	-5321.833	-5223.191	-98.64188	2.27889	0.429573	0.176147	2.27046	0.398235	0.121619	0.0633468	0.201926	0.77114	0.734737	0.954582	0.568589	0.139863	0.0864391	0.124657	0.386026	3.17086	0.213024	0.193478	0.968542	0.0448989	1.172462	1	1.17246	1.17246	1	0.328181	0.207882	0.162959	0.300978	0.0169498	0.0218888	0.00907316	0.0191585	0.0218843	0.0215718
501	1	-5323.652	-5221.686	-101.9669	1.9191	0.45449	0.158802	1.83593	0.420165	0.364801	0.0255966	0.251377	1.09378	0.448437	0.706974	0.788374	0.0120521	0.287341	0.11654	0.129658	3.43865	0.445238	0.522842	0.0250854	1.19791	1.184511	1	1.18451	1.18451	1	0.33423	0.221002	0.197601	0.247166	0.016296	0.0192237	0.0100531	0.0137277	0.0184034	0.0180159
502	0	-5327.801	-5227.837	-99.96341	2.35313	0.429573	0.0938927	1.7612	0.582729	0.207584	0.0348465	0.294654	1.12137	0.921424	0.335929	0.790416	0.107919	0.191068	0.273985	0.230052	2.94732	0.331831	0.101616	1.30217	0.0302633	1.172462	1	1.17246	1.17246	1	0.306703	0.222522	0.152294	0.318482	0.0154954	0.0196102	0.00526934	0.0140339	0.0173239	0.0249999
503	1	-5316.196	-5226.429	-89.76691	1.9191	0.424471	0.129523	2.16842	0.302195	0.19277	0.00975332	0.184871	0.754062	0.461405	0.904751	0.461839	0.0073933	0.187017	0.0639371	0.254361	3.40414	0.396274	0.238041	0.05262	0.908053	1.164636	1	1.16464	1.16464	1	0.297973	0.191604	0.207278	0.303144	0.0218185	0.0176525	0.00763188	0.0193274	0.015231	0.0141989
504	0	-5321.227	-5228.575	-92.65162	2.42839	0.455332	0.0582918	1.68508	0.689713	0.118896	0.0348023	0.10695	0.807674	0.481506	1.15807	0.426496	0.380987	0.0687435	0.0635719	0.375076	3.26072	0.125978	0.0608927	0.85349	0.0585644	1.172462	1	1.17246	1.17246	1	0.309535	0.224577	0.157906	0.307981	0.0201741	0.0220321	0.00552042	0.0151554	0.0219635	0.0244704
505	1	-5310.163	-5224.663	-85.50003	2.2562	0.417827	0.166384	1.47933	0.237505	0.104969	0.00418687	0.324548	0.770963	0.468698	0.707725	0.45747	0.0221821	0.237872	0.0563775	0.0992645	3.01938	0.286203	0.504345	0.28101	1.08452	1.165465	1	1.16547	1.16547	1	0.319724	0.190089	0.167921	0.322266	0.0201741	0.0189018	0.00954056	0.0161659	0.0200876	0.022253
506	0	-5322.05	-5233.196	-88.85445	2.3511	0.415684	0.0425887	1.81831	0.459458	0.0606916	0.0215635	0.219742	0.564069	0.341875	0.74374	0.299317	0.193558	0.139674	0.0868869	0.280271	3.26072	0.266871	0.0194584	1.58543	0.13814	1.172462	1	1.17246	1.17246	1	0.328557	0.139787	0.187239	0.344417	0.026582	0.0210977	0.00594583	0.0186829	0.0245736	0.0228003
507	1	-5310.82	-5218.438	-92.38253	2.34955	0.470422	0.0608601	1.75173	0.50669	0.077136	0.00396618	0.321439	0.85213	0.528655	0.571799	0.461817	0.058398	0.221818	0.0932222	0.181611	3.31165	0.213116	0.46657	0.0422546	1.1282	1.165465	1	1.16547	1.16547	1	0.319527	0.187727	0.170679	0.322067	0.0181668	0.0212167	0.0103074	0.0164454	0.0178016	0.0253546
508	0	-5309.118	-5222.408	-86.70974	2.33403	0.415684	0.17951	1.41603	0.599072	0.0944897	0.0044825	0.170339	0.882678	0.559258	0.741501	0.705503	0.0996258	0.269676	0.0998315	0.219151	2.99161	0.196946	0.00895192	1.03355	0.0817807	1.172356	1	1.17236	1.17236	1	0.365754	0.178642	0.18755	0.268053	0.0182378	0.0178645	0.0107189	0.0180704	0.0189677	0.0268066
509	1	-5310.555	-5225.838	-84.71708	2.4168	0.419349	0.0583449	1.38944	0.305493	0.154956	0.00509407	0.0939584	0.886931	0.573069	0.7721	0.469514	0.0463101	0.281654	0.0859534	0.320941	3.08679	0.111279	0.383743	0.0354379	1.00252	1.156416	1	1.15642	1.15642	1	0.363232	0.216099	0.144632	0.276037	0.0205129	0.0254275	0.00849598	0.0191336	0.0203456	0.0231036
510	0	-5309.914	-5230.025	-79.88947	2.33403	0.40477	0.208638	1.30315	0.228301	0.193175	0.00320631	0.254632	0.691033	0.625937	0.659457	0.587402	0.146911	0.352617	0.0574645	0.340784	2.78454	0.247804	0.0105506	0.890781	0.102298	1.162565	1	1.16256	1.16256	1	0.3307	0.184266	0.202574	0.282459	0.0182563	0.01316	0.00918055	0.0160182	0.0240721	0.0251533
511	1	-5316.264	-5215.169	-101.0948	2.3393	0.419349	0.105	1.81096	0.659847	0.139164	0.00998495	0.146344	0.932839	0.77267	0.5649	0.770274	0.0165425	0.343901	0.173222	0.332409	3.08679	0.198966	0.363315	0.0864944	1.28032	1.164008	1	1.16401	1.16401	1	0.338041	0.210216	0.176944	0.274799	0.0185014	0.0171212	0.00826877	0.019698	0.0155266	0.0220059
512	0	-5323.123	-5226.373	-96.74984	2.17532	0.41503	0.179496	1.31156	0.327199	0.158581	0.0108076	0.0739851	1.21314	0.609347	0.560726	0.585602	0.146636	0.276261	0.0168651	0.679647	3.34156	0.221618	0.0169896	1.64043	0.159089	1.161998	1	1.162	1.162	1	0.258136	0.242185	0.209721	0.289957	0.0190343	0.0203932	0.0120541	0.0102042	0.0202198	0.0176187
513	1	-5321.046	-5223.274	-97.77248	2.3393	0.419349	0.187716	1.76172	0.505228	0.212231	0.008112	0.25164	0.801351	0.591533	0.510821	0.520216	0.0687705	0.48266	0.371562	0.314318	3.27387	0.112531	0.204996	0.0671591	1.21269	1.158495	1	1.15849	1.15849	1	0.368098	0.19122	0.148264	0.292417	0.015596	0.0136336	0.0097428	0.0202711	0.0204032	0.0246094
514	0	-5318.781	-5232.83	-85.95125	2.17532	0.351494	0.131037	1.31156	0.297829	0.23942	0.0127321	0.0949696	0.854176	0.886738	0.842927	0.363683	0.178981	0.331389	0.0987936	0.232718	3.04333	0.217242	0.0480627	1.22578	0.101965	1.172607	1	1.17261	1.17261	1	0.215208	0.227542	0.197041	0.360209	0.0165247	0.018626	0.00891806	0.0183354	0.015023	0.020916
515	1	-5315.284	-5231.855	-83.42915	2.05767	0.398905	0.228709	1.49113	0.452355	0.205794	0.00806398	0.199015	0.868722	0.532457	0.422957	0.546978	0.0999073	0.185543	0.252562	0.172654	3.27689	0.393241	0.172891	0.0288503	0.788522	1.165626	1	1.16563	1.16563	1	0.313194	0.191235	0.20313	0.292441	0.0223559	0.0187693	0.0127399	0.0175171	0.0154583	0.0163223
516	0	-5322.723	-5238.428	-84.29526	2.03266	0.459871	0.254861	1.31156	0.297106	0.284264	0.0197356	0.289916	0.592634	0.531929	0.773152	0.475434	0.216262	0.489677	0.0440068	0.097503	3.2529	0.155803	0.0922582	1.15403	0.0243126	1.186817	1	1.18682	1.18682	1	0.230345	0.243547	0.116209	0.409899	0.0226717	0.0278375	0.0118237	0.0205848	0.0144223	0.024257
517	1	-5317.134	-5243.379	-73.75487	1.88407	0.37143	0.287152	1.39548	0.658328	0.0935548	0.00989769	0.219392	0.748951	0.567952	0.529251	0.393304	0.0926799	0.0610173	0.116321	0.113439	2.8447	0.545779	0.169627	0.0114382	0.692934	1.181158	1	1.18116	1.18116	1	0.329538	0.201215	0.161545	0.307702	0.0209965	0.0168678	0.00673989	0.0233532	0.0205425	0.0227878
518	0	-5318.183	-5232.129	-86.054	2.03266	0.420554	0.204293	1.93361	0.352628	0.139541	0.0424505	0.177112	0.848204	0.538973	0.701942	0.427254	0.171325	0.308428	0.165842	0.224849	2.79686	0.269723	0.10219	1.15549	0.0232287	1.186817	1	1.18682	1.18682	1	0.298596	0.270463	0.129053	0.301888	0.0183695	0.0253724	0.00665995	0.0177463	0.01923	0.0228085
519	1	-5311.42	-5241.991	-69.42898	2.21176	0.417688	0.146994	1.46048	0.149412	0.206983	0.00959239	0.185997	0.668253	0.546189	0.706298	0.608593	0.0475566	0.139943	0.0528286	0.0290566	2.8447	0.367113	0.10603	0.0119506	0.448234	1.181158	1	1.18116	1.18116	1	0.314632	0.217971	0.154238	0.313159	0.0180268	0.0238087	0.0115904	0.0178998	0.0221508	0.0262765
520	0	-5316.93	-5237.318	-79.61179	2.03266	0.420554	0.204293	1.25257	0.262412	0.10494	0.0197368	0.208658	0.941437	0.612205	0.552559	0.456763	0.2912	0.223761	0.189308	0.431959	2.97585	0.134289	0.114941	0.867326	0.106408	1.186817	1	1.18682	1.18682	1	0.371845	0.152473	0.170686	0.304996	0.0177175	0.0166836	0.00554069	0.0162534	0.0240103	0.019095
521	1	-5316.221	-5237.799	-78.42174	2.21176	0.409433	0.0938436	1.27404	0.218982	0.12901	0.0142422	0.252975	0.896905	0.587044	0.873445	0.389665	0.0870265	0.226618	0.0855259	0.00313055	3.12992	0.484103	0.275745	0.00440105	0.617083	1.181158	1	1.18116	1.18116	1	0.314632	0.217971	0.154238	0.313159	0.0197381	0.0219223	0.0103566	0.0195944	0.0254906	0.0226813
522	0	-5318.021	-5226.838	-91.18275	2.04179	0.439758	0.0766072	1.43624	0.377709	0.178713	0.0511235	0.194743	0.877014	0.562071	1.07295	0.659313	0.260625	0.223143	0.0633323	0.450851	3.13347	0.2037	0.0358655	1.09332	0.113073	1.186817	1	1.18682	1.18682	1	0.372687	0.172305	0.135352	0.319656	0.0213227	0.0203626	0.00495623	0.0211675	0.0232596	0.0237412
523	1	-5320.723	-5243.449	-77.27391	2.0585	0.405553	0.348187	1.33799	0.118578	0.147097	0.00501907	0.28087	0.790812	0.407983	0.839281	0.568798	0.0748801	0.369432	0.146095	0.00314429	2.74274	0.237192	0.378193	0.00448795	0.889125	1.198287	1	1.19829	1.19829	1	0.329609	0.211673	0.151374	0.307344	0.0237757	0.0202686	0.011446	0.0180628	0.0154777	0.0251916
524	0	-5322.253	-5231.763	-90.49014	2.03714	0.439758	0.139709	1.43846	0.43751	0.0713053	0.127557	0.360817	0.974552	0.436802	0.612777	0.534045	0.197965	0.327089	0.109622	0.42007	3.1014	0.415196	0.0651213	1.13888	0.0916796	1.189614	1	1.18961	1.18961	1	0.369373	0.162185	0.171639	0.296803	0.0175722	0.0154647	0.00906596	0.0244743	0.0259021	0.0207295
525	1	-5314.79	-5231.889	-82.90059	2.0585	0.36427	0.0582216	1.49494	0.235621	0.0966334	0.00723678	0.299185	0.876239	0.428426	0.714985	0.416637	0.0835119	0.235983	0.256951	0.013275	3.2074	0.491428	0.367526	0.00297654	1.01239	1.198287	1	1.19829	1.19829	1	0.424626	0.180505	0.167772	0.227097	0.0145273	0.0245306	0.00962461	0.0168004	0.0194769	0.0235543
526	0	-5324.495	-5235.699	-88.79656	2.10602	0.46268	0.100731	1.90273	0.278998	0.163633	0.118185	0.224931	0.605975	0.462914	0.73371	0.530408	0.21317	0.143712	0.031018	0.558459	3.29583	0.255445	0.0924703	0.819208	0.219241	1.189614	1	1.18961	1.18961	1	0.356079	0.151415	0.167163	0.325343	0.0148742	0.0125563	0.00590064	0.0207487	0.0244328	0.0233465
527	1	-5312.409	-5237.406	-75.003	2.10504	0.36427	0.0100369	1.39116	0.547255	0.120774	0.00212621	0.182072	0.658976	0.513428	0.634407	0.582472	0.0995491	0.150581	0.14261	0.0184193	2.92446	0.151001	0.401077	0.00580644	0.923368	1.198287	1	1.19829	1.19829	1	0.324469	0.178181	0.15432	0.34303	0.0212768	0.0191608	0.0131699	0.0157053	0.0249958	0.0179058
528	0	-5322.843	-5237.17	-85.67294	2.00028	0.413919	0.129177	1.76202	0.354109	0.118942	0.131654	0.237683	0.680142	0.467572	0.768665	0.415888	0.295345	0.308484	0.0768481	0.598662	3.15905	0.310001	0.124629	0.552467	0.0857357	1.189614	1	1.18961	1.18961	1	0.396016	0.164818	0.131775	0.307391	0.0156198	0.0187305	0.00852857	0.0275944	0.0208925	0.0263239
529	1	-5314.178	-5230.336	-83.84178	1.98335	0.45305	0.0151693	1.76952	0.455468	0.0632006	0.00298445	0.274487	0.60363	0.47652	0.609784	0.699476	0.139536	0.133647	0.119948	0.0190016	2.92446	0.206534	0.748602	0.00337225	1.1102	1.198287	1	1.19829	1.19829	1	0.31714	0.17597	0.150834	0.356056	0.0163545	0.0225627	0.0112572	0.0176552	0.0186827	0.0265271
530	0	-5326.295	-5240.387	-85.90794	1.92409	0.447898	0.134112	1.89332	0.420494	0.163613	0.177285	0.330868	0.605218	0.322763	0.852303	0.627924	0.161973	0.422801	0.0322479	0.342264	2.93478	0.31154	0.0908631	0.766709	0.0611946	1.189614	1	1.18961	1.18961	1	0.359502	0.173161	0.212465	0.254872	0.0199251	0.0137918	0.0110658	0.0190995	0.0210611	0.0232631
531	1	-5316.405	-5237.991	-78.41456	2.06702	0.43389	0.0307383	1.47834	0.251405	0.0276831	0.00367492	0.269701	0.967989	0.455042	0.628092	0.477047	0.332974	0.0974887	0.0915372	0.0218495	3.07063	0.183808	0.748521	0.00725546	0.612149	1.201914	1	1.20191	1.20191	1	0.31714	0.17597	0.150834	0.356056	0.0207177	0.0291821	0.00794131	0.0272004	0.0164021	0.023618
532	0	-5318.049	-5232.623	-85.4259	2.51268	0.41946	0.354796	1.41404	0.187072	0.306319	0.0626276	0.143144	0.599676	0.346729	0.555659	0.666504	0.198315	0.345834	0.0581883	0.413204	3.12736	0.147526	0.0753422	0.973952	0.0665333	1.172497	1	1.1725	1.1725	1	0.380149	0.167616	0.170408	0.281826	0.0203392	0.0179503	0.00945099	0.0181175	0.0223269	0.0228274
533	1	-5309.066	-5227.968	-81.09804	2.11212	0.368856	0.0253043	1.63021	0.324524	0.0811178	0.00847517	0.226106	0.691881	0.52692	0.70042	0.53964	0.227986	0.332166	0.209823	0.0178633	3.07508	0.205303	0.478759	0.00415509	0.749641	1.201914	1	1.20191	1.20191	1	0.31714	0.17597	0.150834	0.356056	0.0213235	0.0234198	0.00650125	0.0201756	0.0178276	0.0246354
534	0	-5318.011	-5229.024	-88.98699	2.01858	0.436369	0.17838	1.72324	0.178191	0.203956	0.06895	0.247281	0.690343	0.573469	0.563964	0.417488	0.127244	0.376817	0.130835	0.438372	3.22751	0.194311	0.0463093	1.45862	0.0411969	1.172497	1	1.1725	1.1725	1	0.346351	0.21183	0.195484	0.246336	0.0202864	0.0184191	0.00699564	0.0128075	0.0195591	0.0225856
535	1	-5313.635	-5234.308	-79.32655	1.96466	0.389883	0.0315754	1.52954	0.198395	0.205778	0.00578798	0.217882	1.0744	0.646061	0.543337	0.722672	0.36082	0.134914	0.0878932	0.0104349	2.87764	0.212229	0.220542	0.0126767	0.905025	1.201914	1	1.20191	1.20191	1	0.263924	0.192156	0.172308	0.371612	0.029255	0.0194504	0.0107811	0.0210191	0.0197384	0.0206993
536	0	-5310.61	-5220.213	-90.3973	2.29818	0.410923	0.125807	1.4322	0.455284	0.192718	0.0354532	0.222103	0.748971	0.470293	0.740741	0.831486	0.0975194	0.314308	0.047446	0.245404	3.28622	0.238513	0.099313	1.13115	0.0459793	1.172497	1	1.1725	1.1725	1	0.329122	0.196774	0.181589	0.292515	0.020202	0.0230605	0.00716443	0.0158585	0.0201597	0.026651
537	1	-5315.576	-5241.9	-73.67652	1.7776	0.423405	0.0454396	1.45603	0.256964	0.118687	0.00465795	0.250986	0.887093	0.528611	0.659492	0.845021	0.0731223	0.11851	0.0430549	0.0129564	2.81407	0.363503	0.294578	0.0133391	0.811283	1.201914	1	1.20191	1.20191	1	0.248115	0.181223	0.220194	0.350468	0.0227825	0.0246614	0.0134176	0.0111015	0.0141344	0.0235901
538	0	-5309.991	-5230.621	-79.37017	2.2173	0.410923	0.163876	1.40944	0.144673	0.171645	0.0292461	0.172701	0.948023	0.328822	0.866202	0.338244	0.0535058	0.297208	0.0762464	0.278781	3.28622	0.190491	0.0853229	0.887183	0.00804604	1.172497	1	1.1725	1.1725	1	0.322459	0.213034	0.177913	0.286593	0.0216554	0.0257015	0.0117996	0.0173336	0.0187499	0.0210597
539	1	-5311.173	-5232.192	-78.9816	2.09136	0.373676	0.119816	1.41683	0.375768	0.285677	0.000856918	0.160747	0.756768	0.411952	0.667552	0.572173	0.186693	0.111962	0.0727153	0.0206743	3.01213	0.419662	0.240155	0.0121942	1.02846	1.184751	1	1.18475	1.18475	1	0.282749	0.187756	0.166393	0.363101	0.0188048	0.0189913	0.0131225	0.0163549	0.0133186	0.0218895
540	0	-5319.557	-5221.863	-97.69396	2.31956	0.432733	0.139687	1.87451	0.313434	0.406241	0.0137753	0.23527	0.772717	0.357683	0.510967	0.722489	0.0373671	0.448872	0.0591261	0.443474	3.05068	0.344392	0.138652	1.57835	0.0114045	1.190657	1	1.19066	1.19066	1	0.309258	0.198747	0.170629	0.321365	0.0166123	0.0148221	0.00749822	0.0165091	0.022831	0.021301
541	1	-5311.219	-5224.03	-87.18897	2.1327	0.446671	0.192423	1.65935	0.403014	0.255884	0.00323152	0.376975	0.652597	0.738842	0.770139	0.510122	0.0954979	0.316493	0.0731738	0.0214368	2.73071	0.281946	0.358702	0.0223744	1.11746	1.172927	1	1.17293	1.17293	1	0.29293	0.201964	0.195935	0.309171	0.0178098	0.0171461	0.0121063	0.0158204	0.0174854	0.02212
542	0	-5316.471	-5230.748	-85.72323	1.95305	0.432733	0.0360599	1.49451	0.3081	0.119077	0.0075088	0.270954	0.883439	0.466329	0.674691	0.967891	0.0157899	0.563677	0.0458281	0.44665	3.05068	0.183121	0.147768	0.885441	0.0430739	1.190807	1	1.19081	1.19081	1	0.333026	0.208902	0.20699	0.251083	0.0198635	0.0147283	0.0100037	0.0171443	0.0277894	0.0279648
543	1	-5307.987	-5222.559	-85.42817	2.22526	0.432729	0.10795	1.59938	0.322709	0.167578	0.00091702	0.234152	0.789102	0.568049	0.723114	0.634025	0.0952982	0.341465	0.0587537	0.0134139	3.20204	0.529896	0.211406	0.0397762	0.681	1.172927	1	1.17293	1.17293	1	0.287495	0.21465	0.1923	0.305556	0.0187961	0.0179171	0.00965029	0.0160768	0.0212577	0.0244476
544	0	-5309.209	-5234.212	-74.99734	2.23856	0.41161	0.0224054	1.56774	0.160627	0.142574	0.0127331	0.125025	0.848438	0.507567	0.782092	0.418083	0.0112521	0.347571	0.112058	0.121472	3.02222	0.159872	0.166089	0.683529	0.0633307	1.190807	1	1.19081	1.19081	1	0.299007	0.17486	0.220984	0.30515	0.0257119	0.0208904	0.00792952	0.0174962	0.0240002	0.0204056
545	1	-5311.381	-5225.365	-86.01613	2.29338	0.432729	0.0648082	1.65495	0.458106	0.143719	0.00400976	0.132142	0.848692	0.515875	0.796712	0.404112	0.135449	0.185636	0.0959808	0.00530668	3.43007	0.309282	0.442379	0.174736	0.500735	1.178957	1	1.17896	1.17896	1	0.304107	0.227053	0.145628	0.323211	0.0168197	0.0266795	0.00832105	0.0163395	0.0208418	0.0265335
546	0	-5308.828	-5236.661	-72.16663	2.23856	0.41161	0.011397	1.43332	0.259764	0.202802	0.00504736	0.179402	0.614626	0.503742	0.843367	0.289029	0.00648663	0.451587	0.055531	0.249297	2.77357	0.180022	0.0410998	0.78107	0.107729	1.190807	1	1.19081	1.19081	1	0.344831	0.162995	0.178854	0.31332	0.0227257	0.0142691	0.00981896	0.0199732	0.0230995	0.0292711
547	1	-5310.752	-5217.594	-93.15762	2.27627	0.44876	0.0738944	1.92724	0.38468	0.267905	0.00149943	0.158391	0.927539	0.798294	1.06895	0.572747	0.190923	0.181403	0.0525921	0.0054884	2.94278	0.237524	0.306146	0.0973895	0.83652	1.175965	1	1.17597	1.17597	1	0.298595	0.176085	0.150127	0.375193	0.0187687	0.0193535	0.00900651	0.0199109	0.0185283	0.0162927
548	0	-5311.9	-5236.413	-75.4878	2.08087	0.377588	0.0324798	1.2994	0.382538	0.230742	0.0159965	0.0950467	0.83086	0.586788	0.824105	0.428761	0.0193837	0.430951	0.113848	0.303753	2.88408	0.24504	0.147139	0.578017	0.0720398	1.190807	1	1.19081	1.19081	1	0.316494	0.179251	0.192299	0.311956	0.0251414	0.0203156	0.0140385	0.0177653	0.0177641	0.0158736
549	1	-5312.662	-5226.434	-86.2282	2.24665	0.39654	0.0382332	1.8068	0.422938	0.122967	0.00182317	0.207491	0.591473	0.524678	0.824936	0.652729	0.272351	0.164267	0.030742	0.00419219	3.23805	0.359789	0.31483	0.048675	0.785565	1.175965	1	1.17597	1.17597	1	0.342247	0.181999	0.155168	0.320586	0.0226319	0.016481	0.0096549	0.0179786	0.0181696	0.0252136
550	0	-5308.552	-5230.38	-78.1727	2.21674	0.43286	0.0413855	1.643	0.364096	0.0601298	0.0111015	0.318902	0.722393	0.644442	0.473608	0.468532	0.0746873	0.177958	0.130788	0.405625	2.91422	0.102089	0.134753	0.832343	0.0802115	1.190807	1	1.19081	1.19081	1	0.325998	0.184634	0.197529	0.291839	0.02063	0.0213761	0.00942276	0.0153263	0.0205341	0.0216564
551	1	-5311.918	-5223.732	-88.18514	2.12442	0.490311	0.0352314	1.31531	0.434815	0.130691	0.00234088	0.517867	0.806082	0.532618	0.759535	0.532634	0.14929	0.156761	0.0199641	0.0139036	3.23805	0.500668	0.35465	0.0816769	1.05673	1.175965	1	1.17597	1.17597	1	0.344159	0.183016	0.150447	0.322378	0.0186845	0.0232659	0.0094004	0.0172287	0.0193268	0.0200918
552	0	-5314.006	-5229.085	-84.92121	2.21674	0.401723	0.0699236	1.60505	0.367748	0.37822	0.00707481	0.27118	0.731447	0.431418	0.660211	0.692608	0.137834	0.207002	0.178605	0.304852	3.12541	0.10653	0.147579	0.736538	0.142547	1.190807	1	1.19081	1.19081	1	0.327599	0.178297	0.190748	0.303356	0.0247312	0.0223984	0.00894999	0.0160722	0.0204056	0.020868
553	1	-5307.885	-5223.432	-84.4527	2.23019	0.441766	0.0225531	1.6661	0.117763	0.129526	0.00772365	0.331115	0.629686	0.44141	0.794527	0.446215	0.13873	0.199015	0.0630681	0.0454504	3.33366	0.541238	0.38751	0.0638924	0.842964	1.175965	1	1.17597	1.17597	1	0.323117	0.174933	0.193809	0.30814	0.0177105	0.0201658	0.0102816	0.02018	0.0252839	0.0205776
554	0	-5322.824	-5224.806	-98.01815	2.27414	0.478638	0.078751	1.76152	0.536283	0.161436	0.0127684	0.229628	0.8728	0.824992	0.816512	0.589549	0.0925147	0.450931	0.399404	0.182316	2.88836	0.277923	0.0742977	1.16587	0.0812275	1.154777	1	1.15478	1.15478	1	0.355052	0.193238	0.206733	0.244977	0.018578	0.0132237	0.010474	0.0157923	0.0205924	0.0184469
555	1	-5316.711	-5232.931	-83.77952	1.99672	0.370636	0.0815026	1.64972	0.200358	0.248816	0.00414268	0.237479	0.75369	0.483856	0.475358	0.370898	0.0712383	0.15581	0.21389	0.101617	3.31623	0.377849	0.502718	0.0209536	1.18512	1.179665	1	1.17966	1.17966	1	0.357449	0.19352	0.161936	0.287094	0.0194878	0.0202218	0.00758698	0.0177247	0.0160391	0.0209476
556	0	-5324.931	-5230.71	-94.22033	2.27414	0.404885	0.225001	1.61906	0.276212	0.206675	0.00666513	0.167022	0.781124	0.759458	0.966984	0.158703	0.136807	0.442321	0.174784	0.276002	3.18234	0.252732	0.129529	1.33545	0.0734567	1.175661	1	1.17566	1.17566	1	0.334139	0.144672	0.168177	0.353012	0.018803	0.0193257	0.0084107	0.0272968	0.0186107	0.0232956
